event_id,layer,x,y,z,t
1,1,-35.775,17.873,-134.7042,24.3025
1,2,-54.6546,24.874,-202.0536,25.066
1,3,-73.9277,30.5057,-269.404,25.5524
1,4,-93.7356,34.6997,-336.748,26.3273
1,0,7.3152,18.6148,71.7756,16.3612
1,1,17.9308,35.7947,143.5865,17.2373
1,2,31.7052,50.9585,215.4199,17.5528
1,3,48.2596,63.8025,287.2447,18.2616
1,4,67.3791,73.9205,359.0379,19.0602
1,0,7.3887,18.5833,-31.3001,1.0541
1,1,16.2305,36.5514,-62.6039,1.7321
1,2,26.5188,53.8289,-93.8973,2.3921
1,3,38.1602,70.2862,-125.2737,3.3359
1,4,51.1433,85.9012,-156.524,3.6508
1,0,-17.6129,9.4986,13.231,9.638
1,1,-36.532,16.2991,26.4541,10.268
1,2,-56.4372,20.275,39.6672,11.231
1,3,-77.0929,21.3017,52.8899,11.7134
1,4,-98.0989,19.3887,66.1574,12.4562
1,0,-19.9709,-0.5749,46.2562,14.6194
1,1,-39.8675,-2.7948,92.4653,15.0598
1,2,-59.6389,-6.6847,138.7635,15.7819
1,3,-79.0633,-12.1971,184.992,16.3805
1,4,-98.1409,-19.314,231.2357,17.2931
1,0,-9.6876,-17.519,-2.4253,4.0562
1,1,-17.9279,-35.7504,-4.811,4.9382
1,2,-24.8253,-54.6614,-7.169,5.3046
1,3,-30.2371,-74.0273,-9.583,5.9823
1,4,-34.1511,-93.9473,-11.9896,6.837
1,0,-12.5905,-15.5655,27.4196,6.9218
1,1,-24.1796,-31.862,54.8291,7.567
1,2,-34.8635,-48.8206,82.1817,8.2918
1,3,-44.5477,-66.4377,109.6079,8.9219
1,4,-53.1698,-84.7268,137.0033,9.6794
1,0,-14.4452,-13.8275,67.4486,11.0871
1,1,-27.9051,-28.67,134.8395,11.8278
1,2,-40.3267,-44.4457,202.3131,12.2291
1,3,-51.6555,-61.1252,269.7523,13.1787
1,4,-61.8126,-78.6202,337.1741,13.6827
1,0,3.3242,-19.7294,96.9485,2.9694
1,1,1.1952,-39.9738,193.9023,3.6179
1,2,-6.2883,-59.6198,290.8358,4.1822
1,3,-19.078,-77.7061,387.7853,5.0208
1,4,-36.7082,-93.0191,484.7309,5.6157
1,0,3.7744,19.6144,-37.1438,1.3621
1,1,8.7192,39.0341,-74.2779,2.2279
1,2,14.6745,58.1559,-111.4197,2.8085
1,3,21.7457,76.9937,-148.5236,3.6203
1,4,29.8304,95.4566,-185.6979,4.3781
1,0,10.5681,17.0032,-32.9175,18.5289
1,1,20.2107,34.5205,-65.8827,18.9591
1,2,28.9623,52.5493,-98.8046,19.7491
1,3,36.7914,71.0357,-131.7343,20.2268
1,4,43.6656,89.9649,-164.6732,20.9074
1,0,15.156,13.0725,38.0291,1.0875
1,1,29.1962,27.3719,76.1159,1.7316
1,2,42.0889,42.7956,114.1445,2.4565
1,3,53.7837,59.2445,152.177,3.2657
1,4,64.1477,76.7241,190.2617,3.6715
1,0,11.7737,-16.1382,-71.7114,20.4805
1,1,22.7782,-32.8457,-143.4195,21.1937
1,2,33.0461,-50.1252,-215.1793,21.801
1,3,42.3905,-67.8403,-286.8699,22.5721
1,4,50.9075,-86.0285,-358.583,23.3153
2,0,13.2476,-15.0617,-46.0949,4.4824
2,1,25.7497,-30.6072,-92.2029,5.0168
2,2,37.473,-46.8592,-138.3419,5.9569
2,3,48.4679,-63.5849,-184.3813,6.4696
2,4,58.7415,-80.9348,-230.5076,7.3023
2,0,16.401,-11.4463,95.1501,12.6771
2,1,32.1307,-23.8032,190.1866,13.3498
2,2,47.0941,-37.1722,285.3026,13.9395
2,3,61.3068,-51.4212,380.428,14.7417
2,4,74.6809,-66.5017,475.5159,15.2662
2,0,18.1666,-8.3846,-103.0632,16.0425
2,1,35.7807,-17.8758,-206.0899,16.6364
2,2,52.823,-28.5122,-309.2004,17.4735
2,3,69.169,-40.2622,-412.2298,18.0978
2,4,84.8328,-53.0314,-515.3377,18.4543
2,0,-18.4883,7.5521,62.6264,13.1336
2,1,-37.471,13.944,125.2462,13.6214
2,2,-56.8221,19.2571,187.8673,14.6123
2,3,-76.5363,23.3363,250.5071,15.2263
2,4,-96.4421,26.3047,313.1498,15.7844
2,0,-2.8835,19.7638,-8.0044,7.7503
2,1,-4.7026,39.7065,-16.0255,8.2757
2,2,-5.602,59.7694,-24.1401,9.1342
2,3,-5.4272,79.8011,-32.1212,9.6783
2,4,-4.2368,99.945,-40.1602,10.4572
2,0,-15.6745,12.3799,-21.7028,17.0578
2,1,-30.5731,25.8478,-43.3486,17.8751
2,2,-44.4374,40.2731,-65.0319,18.4705
2,3,-57.3864,55.7457,-86.6625,19.0761
2,4,-69.3338,72.0803,-108.3646,19.7897
2,0,19.5517,4.2151,-28.4716,6.3913
2,1,39.9446,2.6928,-56.9278,6.8661
2,2,59.7826,-4.717,-85.4197,7.8076
2,3,77.9673,-17.8247,-113.8351,8.457
2,4,93.2043,-36.2231,-142.3098,9.16
2,0,1.0071,19.9821,100.4871,21.6138
2,1,5.3398,39.6635,200.9001,22.4049
2,2,12.952,58.5653,301.3497,22.8382
2,3,23.7186,76.3899,401.7548,23.6524
2,4,37.5156,92.7072,502.2273,24.3316
2,0,-9.7441,17.4491,-9.9866,11.5311
2,1,-20.4398,34.4225,-19.8877,12.4463
2,2,-31.9795,50.8141,-29.8275,13.0655
2,3,-44.3598,66.6389,-39.8281,13.5977
2,4,-57.5141,81.7781,-49.7861,14.4497
2,0,12.0942,-15.942,94.564,1.1253
2,1,25.5449,-30.8049,189.0839,2.0319
2,2,40.0755,-44.6414,283.6016,2.6964
2,3,55.7972,-57.3478,378.1231,3.2093
2,4,72.5998,-68.8025,472.6374,4.0141
2,0,-3.5693,19.684,26.0822,21.2855
2,1,-8.528,39.065,52.1398,21.9655
2,2,-14.8909,58.1395,78.2363,22.3517
2,3,-22.6377,76.7738,104.3289,23.2882
2,4,-31.7772,94.8334,130.3927,23.8873
2,0,-1.2979,19.9832,5.7262,7.5647
2,1,-3.7641,39.867,11.4557,8.2345
2,2,-7.3486,59.555,17.2154,8.8572
2,3,-12.1262,79.0726,22.9781,9.7579
2,4,-18.0471,98.3327,28.6968,10.4615
2,0,-7.1559,-18.6711,-59.9514,11.855
2,1,-15.2236,-36.9896,-119.9334,12.4881
2,2,-24.1067,-54.9,-179.9114,12.9426
2,3,-33.8301,-72.5152,-239.812,13.7131
2,4,-44.4057,-89.6009,-299.8229,14.4837
2,0,1.6774,19.9696,20.544,9.1644
2,1,1.8447,39.9439,41.0787,9.7213
2,2,0.5158,59.9992,61.6794,10.2944
2,3,-2.2359,79.9437,82.1863,10.851
2,4,-6.5404,99.8014,102.7477,11.7811
2,0,-0.0723,-19.9994,-76.7517,15.7614
2,1,-1.5451,-39.9951,-153.475,16.3844
2,2,-4.4086,-59.8224,-230.2053,17.1591
2,3,-8.6571,-79.4887,-306.9519,17.632
2,4,-14.3665,-99.0059,-383.661,18.6539
2,0,13.2463,14.9663,26.9616,8.1938
2,1,27.7065,28.8508,53.9235,8.9978
2,2,43.2981,41.5523,80.8805,9.6728
2,3,59.9541,52.941,107.7823,10.2531
2,4,77.5821,63.0765,134.7556,11.0033
2,0,-7.9937,18.3175,-6.9122,22.6949
2,1,-16.8528,36.2255,-13.7695,23.1758
2,2,-26.5556,53.7852,-20.6672,23.9908
2,3,-37.1558,70.8558,-27.5318,24.5133
2,4,-48.4694,87.4884,-34.421,25.2986
2,0,7.6743,18.4562,-37.9163,13.9416
2,1,12.2234,38.0599,-75.8032,14.4777
2,2,13.5028,58.4802,-113.7417,15.1586
2,3,11.3585,79.1881,-151.6375,15.7631
2,4,5.8421,99.807,-189.5884,16.5063
2,0,10.5178,-17.0448,-4.5931,4.5182
2,1,19.6236,-34.8317,-9.198,4.9912
2,2,27.3286,-53.4204,-13.8076,5.7462
2,3,33.5809,-72.606,-18.4564,6.3879
2,4,38.2715,-92.3797,-23.0122,7.1619
2,0,19.8941,-1.9797,-70.4513,17.5752
2,1,39.7119,-5.0001,-140.8696,18.3927
2,2,59.344,-8.9914,-211.253,18.93
2,3,78.7311,-14.0036,-281.7037,19.6473
2,4,97.9933,-20.0516,-352.1125,20.5555
3,0,10.62,-16.9673,103.1063,12.608
3,1,29.0483,-27.469,206.1943,13.2119
3,2,52.5718,-28.9911,309.2941,13.8215
3,3,77.5246,-19.7749,412.4209,14.7294
3,4,99.9749,0.4241,515.5203,15.2467
3,0,2.8401,19.8145,14.6606,21.7669
3,1,4.0542,39.7953,29.3609,22.3747
3,2,3.6824,59.8994,44.0448,22.9008
3,3,1.683,79.997,58.7715,23.8242
3,4,-1.9688,99.9829,73.4432,24.4457
3,0,0.9054,-19.9757,14.7195,4.722
3,1,0.7045,-40.0059,29.4243,5.4362
3,2,-0.4507,-60.0153,44.1349,6.1399
3,3,-2.7231,-79.9246,58.8678,6.9504
3,4,-5.9636,-99.817,73.5603,7.4343
3,0,11.5033,-16.393,33.2418,22.6762
3,1,23.9725,-32.0345,66.4441,23.3759
3,2,37.5465,-46.7402,99.7007,23.9347
3,3,52.1285,-60.6709,132.9905,24.7038
3,4,67.5985,-73.6984,166.2022,25.1945
3,0,18.959,6.3994,-81.6831,19.2845
3,1,38.4163,11.0989,-163.3417,19.9643
3,2,58.3325,14.1122,-245.0132,20.7538
3,3,78.5142,15.3715,-326.6866,21.3132
3,4,98.8933,14.9669,-408.318,21.9863
3,0,-15.9682,-12.089,23.5636,7.4739
3,1,-29.0168,-27.532,47.082,8.2992
3,2,-38.7325,-45.8433,70.6329,8.7889
3,3,-44.6406,-66.4287,94.1897,9.5712
3,4,-46.2585,-88.6757,117.7225,10.1028
3,0,17.8753,8.9921,97.0467,1.8061
3,1,35.1088,19.2046,194.0817,2.3998
3,2,51.645,30.6179,291.1178,3.0053
3,3,67.4105,43.0762,388.2078,3.6924
3,4,82.3772,56.664,485.2349,4.5409
3,0,-14.556,-13.724,39.7796,25.0634
3,1,-29.8703,-26.5941,79.5152,25.9822
3,2,-45.9046,-38.67,119.3253,26.6473
3,3,-62.5887,-49.8505,159.1036,27.2684
3,4,-79.8763,-60.1673,198.8522,27.8744
3,0,9.2711,17.7164,-1.5343,17.3833
3,1,16.8489,36.2905,-3.0698,17.9604
3,2,22.7176,55.5331,-4.5959,18.7504
3,3,26.7948,75.378,-6.0958,19.2988
3,4,29.0179,95.6827,-7.6693,19.8692
3,0,-0.3899,-20.0109,6.1111,1.434
3,1,-1.757,-39.9624,12.2397,2.0631
3,2,-4.0189,-59.8749,18.2918,2.6993
3,3,-7.3015,-79.6381,24.4616,3.3995
3,4,-11.5094,-99.3375,30.5229,4.0243
3,0,-7.505,18.5214,41.0224,9.712
3,1,-13.9011,37.5123,82.0686,10.3481
3,2,-19.0543,56.8809,123.0516,11.0734
3,3,-22.9885,76.6549,164.0798,11.7805
3,4,-25.6391,96.6661,205.1108,12.2851
3,0,-6.2258,19.0357,-18.1606,14.1747
3,1,-13.3398,37.7129,-36.3479,14.8509
3,2,-21.284,56.0955,-54.5439,15.5745
3,3,-30.0987,74.1166,-72.7555,16.0943
3,4,-39.7417,91.7433,-90.9102,17.0053
3,0,-19.4347,4.7341,53.3328,6.9154
3,1,-38.2306,11.7678,106.6402,7.726
3,2,-56.204,21.0305,159.9603,8.4938
3,3,-73.1235,32.4382,213.3074,8.9566
3,4,-88.8342,45.8918,266.586,9.5399
3,0,14.9839,13.2239,-12.5468,25.1288
3,1,32.1285,23.8309,-25.0809,25.785
3,2,51.1111,31.4453,-37.614,26.3814
3,3,71.4788,35.9281,-50.1878,27.0959
3,4,92.8276,37.0889,-62.7441,27.8313
3,0,18.6353,7.2587,30.7825,22.8229
3,1,36.2031,17.0043,61.51,23.2147
3,2,52.4676,29.1464,92.2893,24.0096
3,3,67.1432,43.4624,123.0887,24.7686
3,4,80.0156,59.9471,153.8367,25.2175
3,0,-17.9939,8.6952,92.9153,18.1482
3,1,-33.8665,21.2124,185.8428,18.9543
3,2,-47.1552,37.1325,278.7481,19.5853
3,3,-57.2183,55.9,371.6685,20.2288
3,4,-63.5979,77.1638,464.5728,20.8909
3,0,6.0385,19.0743,-26.6053,13.9124
3,1,13.4076,37.6694,-53.2084,14.747
3,2,22.2023,55.7359,-79.7803,15.3677
3,3,32.2708,73.2133,-106.4052,16.0988
3,4,43.5903,89.9988,-132.9804,16.7498
3,0,-0.3119,-19.9667,-11.5594,23.3027
3,1,3.7497,-39.8364,-23.1697,24.0579
3,2,12.1376,-58.8002,-34.7511,24.6596
3,3,24.7517,-76.0944,-46.3009,25.3401
3,4,41.1958,-91.1082,-57.8654,25.8502
3,0,12.0101,-16.0207,14.6887,4.6934
3,1,10.3399,-38.6251,29.32,5.3472
3,2,-7.2588,-59.5751,44.0501,5.7095
3,3,-38.5861,-70.0745,58.7233,6.5079
3,4,-77.4324,-63.2489,73.3944,7.2379
3,0,-18.0526,-8.61,-5.0134,11.275
3,1,-37.0034,-15.1174,-10.1009,12.0669
3,2,-56.7214,-19.6305,-15.1247,12.8526
3,3,-76.8957,-21.9499,-20.1693,13.4204
3,4,-97.5494,-22.1673,-25.1783,14.2695
4,0,19.8019,-2.6442,-38.5437,3.2824
4,1,39.2756,-7.5482,-77.115,3.8748
4,2,58.1673,-14.7364,-115.6234,4.6264
4,3,76.2733,-24.0726,-154.2182,5.1761
4,4,93.4914,-35.485,-192.7032,5.887
4,0,19.9597,-1.3488,-103.3756,14.2269
4,1,39.9432,2.0722,-206.8354,14.7812
4,2,59.1226,10.0589,-310.22,15.5846
4,3,76.7638,22.5527,-413.6318,16.091
4,4,91.9541,39.3365,-517.0296,16.9585
4,0,6.7636,18.8401,12.8447,4.5225
4,1,14.9394,37.0587,25.6093,5.0405
4,2,24.5498,54.7838,38.4347,5.765
4,3,35.5384,71.6683,51.2073,6.3584
4,4,47.9057,87.789,64.0209,7.2266
4,0,-12.4043,15.6952,79.9248,22.3706
4,1,-23.6353,32.264,159.8248,22.9576
4,2,-33.6862,49.6765,239.755,23.3454
4,3,-42.454,67.8017,319.6571,24.2672
4,4,-49.9376,86.6445,399.5564,25.0135
4,0,8.0051,-18.3379,-15.309,18.849
4,1,18.4177,-35.5065,-30.6788,19.6909
4,2,31.2163,-51.2727,-45.9804,20.2135
4,3,46.1822,-65.3379,-61.2983,21.0602
4,4,63.114,-77.5574,-76.6688,21.4978
4,0,-11.9863,-16.0098,25.0917,6.5463
4,1,-27.7086,-28.8411,50.1588,7.1297
4,2,-46.4854,-37.9332,75.2513,7.9299
4,3,-67.6651,-42.6986,100.3793,8.5766
4,4,-90.355,-42.7816,125.461,9.1619
4,0,-3.8423,-19.6602,-33.6024,8.4022
4,1,-6.4093,-39.4651,-67.1902,8.7593
4,2,-7.6786,-59.4862,-100.7478,9.6008
4,3,-7.6815,-79.5835,-134.3444,10.2291
4,4,-6.3274,-99.7968,-167.9212,10.9321
4,0,18.4548,-7.7292,75.2988,23.357
4,1,36.2241,-16.8632,150.6155,24.1745
4,2,53.4167,-27.338,225.8823,24.7683
4,3,69.7297,-39.1987,301.1864,25.5356
4,4,85.228,-52.3131,376.4676,26.142
4,0,4.1521,19.5387,-4.2292,19.874
4,1,6.3698,39.4861,-8.5065,20.7335
4,2,6.5999,59.6525,-12.7869,21.2261
4,3,4.8443,79.8466,-16.9972,21.8369
4,4,1.1309,100.0042,-21.3036,22.7508
4,0,-2.1286,19.8341,21.7157,8.8593
4,1,-10.4313,38.6166,43.4109,9.7628
4,2,-24.4895,54.7609,65.1214,10.3613
4,3,-43.7425,67.0114,86.7956,11.1195
4,4,-67.108,74.1058,108.4572,11.7925
4,0,-7.2151,18.6658,-120.1515,14.3942
4,1,-16.5608,36.4406,-240.363,15.0031
4,2,-27.8374,53.1597,-360.5273,15.7731
4,3,-41.0848,68.6519,-480.6901,16.5535
4,4,-56.0644,82.7855,-600.8671,17.241
4,0,-3.5957,-19.6583,-41.4491,4.2114
4,1,-8.3676,-39.0901,-82.8222,4.7519
4,2,-14.2744,-58.3064,-124.2854,5.5667
4,3,-21.2311,-77.1274,-165.714,6.2019
4,4,-29.3579,-95.5568,-207.1666,6.8719
4,0,17.3381,10.0107,20.4726,23.7518
4,1,33.7884,21.4469,40.971,24.5454
4,2,49.1907,34.3392,61.4281,25.235
4,3,63.5954,48.5552,81.9096,25.8013
4,4,76.6939,64.109,102.3804,26.6122
4,0,16.5682,-11.2064,-4.1215,2.4356
4,1,31.0244,-25.2377,-8.2667,3.036
4,2,42.9946,-41.8141,-12.3697,3.9446
4,3,52.2135,-60.6395,-16.5302,4.6499
4,4,58.3361,-81.2343,-20.65,5.0334
4,0,12.9191,-15.2695,-20.274,20.8518
4,1,28.435,-28.1203,-40.6415,21.7403
4,2,46.1575,-38.3114,-60.9093,22.1646
4,3,65.8106,-45.5601,-81.1444,22.8462
4,4,86.8933,-49.497,-101.4498,23.4537
4,0,-2.1094,-19.8829,-7.0153,15.0359
4,1,-0.8363,-39.9729,-13.9973,15.9867
4,2,3.908,-59.8709,-21.0171,16.5386
4,3,12.1424,-79.0843,-28.0415,17.1888
4,4,23.6454,-97.1583,-34.9621,17.7284
4,0,12.0594,15.966,17.0863,12.4924
4,1,25.0318,31.1918,34.1332,12.8312
4,2,38.9024,45.6577,51.1583,13.5603
4,3,53.6254,59.3359,68.228,14.3828
4,4,69.2091,72.1998,85.2818,14.9393
4,0,-2.1095,19.8509,-31.5222,9.963
4,1,-3.1435,39.8811,-63.0108,10.5499
4,2,-3.1076,59.921,-94.5624,11.3528
4,3,-1.9357,79.9922,-126.0402,11.8446
4,4,0.2662,100.0027,-157.5294,12.7064
4,0,-7.6962,-18.463,80.8631,21.8171
4,1,-17.0749,-36.1427,161.7333,22.3808
4,2,-28.1406,-53.0328,242.5022,23.2762
4,3,-40.7788,-68.8252,323.4109,24.0532
4,4,-54.9202,-83.5098,404.2576,24.7794
4,0,-7.9645,18.331,-7.2298,22.3424
4,1,-17.4284,35.9908,-14.3596,22.8601
4,2,-28.2698,52.9238,-21.5465,23.4294
4,3,-40.5189,68.9708,-28.7542,24.247
4,4,-54.1589,84.0954,-35.9542,24.7641
5,0,-1.4751,-19.9722,-18.5708,15.7429
5,1,-1.5091,-39.9677,-37.1418,16.3459
5,2,-0.1233,-59.9931,-55.6842,17.2038
5,3,2.7075,-79.9578,-74.2554,17.8001
5,4,6.9324,-99.7784,-92.8285,18.5088
5,0,7.4992,18.5208,8.4166,10.5942
5,1,18.6404,35.3754,16.9049,11.3132
5,2,33.0417,50.085,25.3586,11.859
5,3,50.4715,62.1189,33.8301,12.7083
5,4,70.3826,71.0246,42.2709,13.12
5,0,15.3763,12.7832,92.272,15.923
5,1,30.146,26.302,184.5523,16.6465
5,2,44.1687,40.6072,276.8358,17.3762
5,3,57.4503,55.6638,369.1105,17.9717
5,4,69.9687,71.4528,461.3508,18.6695
5,0,19.9706,0.3931,-6.2695,16.0253
5,1,39.9305,2.4505,-12.5345,16.5966
5,2,59.6583,6.2043,-18.7796,17.2607
5,3,79.1588,11.6936,-25.0493,18.0229
5,4,98.2336,18.7745,-31.2956,18.7399
5,0,1.0225,-19.9899,12.3259,25.3242
5,1,5.7702,-39.5584,24.6984,26.1611
5,2,14.2662,-58.263,37.0602,26.8187
5,3,26.2671,-75.5545,49.4057,27.4978
5,4,41.6937,-90.9073,61.7412,28.0675
5,0,-19.7578,3.0632,-9.5336,23.7426
5,1,-39.7414,4.652,-19.1263,24.4072
5,2,-59.8079,4.767,-28.7196,25.2108
5,3,-79.9491,3.3483,-38.2724,25.6785
5,4,-100.0417,0.4919,-47.822,26.4644
5,0,17.3961,-9.79,-22.3366,20.2489
5,1,35.4059,-18.6424,-44.6311,20.7766
5,2,53.8706,-26.4261,-66.966,21.4515
5,3,72.7909,-33.1801,-89.2818,22.142
5,4,92.171,-38.8765,-111.5975,22.7513
5,0,12.2384,-15.798,30.2886,18.8508
5,1,22.9199,-32.7854,60.654,19.6867
5,2,31.8702,-50.8299,90.9287,20.5189
5,3,39.0752,-69.8276,121.2484,21.0157
5,4,44.4659,-89.5507,151.461,21.6437
5,0,-19.668,-3.5459,14.1153,18.0779
5,1,-39.5577,-6.0652,28.2315,18.8599
5,2,-59.5118,-7.5274,42.3331,19.5021
5,3,-79.5797,-8.0101,56.4475,19.9883
5,4,-99.7175,-7.4057,70.5622,20.8311
5,0,4.8698,19.4255,63.4051,8.9776
5,1,7.939,39.2243,126.7932,9.6042
5,2,9.1676,59.3135,190.2052,10.3451
5,3,8.5576,79.5302,253.5899,10.941
5,4,6.0671,99.8423,316.9706,11.6052
5,0,17.6256,9.4324,-13.6157,10.0084
5,1,34.1064,20.9268,-27.2624,10.8005
5,2,49.1522,34.3934,-40.9151,11.544
5,3,62.7366,49.7254,-54.4825,11.9157
5,4,74.5711,66.6235,-68.105,12.5852
5,0,9.8625,17.4398,-11.4721,19.7287
5,1,17.5099,35.9618,-22.9156,20.2794
