165 7 49
166 -3 9
167 3 9
168 -5 25
169 6 36
170 8 64
171 0 0
172 7 49
173 -2 4
174 -10 100
175 -10 100
176 7 49
177 -9 81
178 -7 49
179 -3 9
180 6 36
181 1 1
182 4 16
183 3 9
184 -8 64
185 -8 64
186 2 4
187 -9 81
188 4 16
189 6 36
190 4 16
191 -6 36
192 5 25
193 6 36
194 7 49
195 -5 25
196 2 4
197 -7 49
198 8 64
199 5 25
200 10 100
201 3 9
202 -6 36
203 6 36
204 10 100
205 -8 64
206 4 16
207 6 36
208 -6 36
209 6 36
210 -10 100
211 8 64
212 -4 16
213 2 4
214 1 1
215 -4 16
216 4 16
217 -10 100
218 -4 16
219 -2 4
220 4 16
221 10 100
222 0 0
223 -2 4
224 3 9
225 -4 16
226 1 1
227 -8 64
228 -2 4
229 -3 9
230 8 64
231 -5 25
232 8 64
233 10 100
234 9 81
235 5 25
236 -10 100
237 3 9
238 1 1
239 -8 64
240 -2 4
241 -1 1
242 10 100
243 2 4
244 -9 81
245 -2 4
246 9 81
247 3 9
248 -2 4
249 -6 36
250 -10 100
251 -9 81
252 -9 81
253 -1 1
254 -3 9
255 4 16
256 5 25
257 7 49
258 6 36
259 -10 100
260 -7 49
261 1 1
262 -5 25
263 9 81
264 -1 1
265 -8 64
266 4 16
267 -1 1
268 5 25
269 -8 64
270 -1 1
271 -10 100
272 1 1
273 -2 4
274 2 4
275 0 0
276 7 49
277 -2 4
278 -7 49
279 -8 64
280 2 4
281 -9 81
282 -6 36
283 1 1
284 0 0
285 -1 1
286 -6 36
287 -5 25
288 -5 25
289 9 81
290 -7 49
291 -4 16
292 -3 9
293 -1 1
294 -5 25
295 6 36
296 1 1
297 7 49
298 -8 64
299 -7 49
300 9 81
301 1 1
302 -7 49
303 -1 1
304 8 64
305 3 9
306 8 64
307 2 4
308 -9 81
309 -10 100
310 4 16
311 1 1
312 -9 81
313 6 36
314 -10 100
315 2 4
316 -5 25
317 -8 64
318 5 25
319 -2 4
320 -10 100
321 8 64
322 3 9
323 -4 16
324 -6 36
325 6 36
326 10 100
327 3 9
328 2 4
329 -8 64
330 6 36
331 0 0
332 1 1
333 7 49
334 7 49
335 -4 16
336 -2 4
337 4 16
338 8 64
339 -3 9
340 2 4
341 0 0
342 6 36
343 4 16
344 -5 25
345 6 36
346 -7 49
347 -2 4
348 9 81
349 8 64
350 7 49
351 7 49
352 3 9
353 -1 1
354 -8 64
355 6 36
356 -6 36
357 -8 64
358 -2 4
359 4 16
360 -8 64
361 -8 64
362 -7 49
363 1 1
364 7 49
365 8 64
366 8 64
367 -6 36
368 2 4
369 3 9
370 1 1
371 -9 81
372 -8 64
373 -5 25
374 5 25
375 -2 4
376 -10 100
377 6 36
378 6 36
379 9 81
380 1 1
381 0 0
382 6 36
383 -6 36
384 7 49
385 6 36
386 10 100
387 9 81
388 6 36
389 -5 25
390 2 4
391 8 64
392 -3 9
393 3 9
394 -3 9
395 -8 64
396 1 1
397 -6 36
398 -4 16
399 -10 100
400 5 25
401 6 36
402 -9 81
403 8 64
404 -10 100
405 5 25
406 -7 49
407 -10 100
408 0 0
409 7 49
410 8 64
411 -9 81
412 -3 9
413 1 1
414 -7 49
415 -7 49
416 -6 36
417 -10 100
418 -8 64
419 -10 100
420 -5 25
421 2 4
422 8 64
423 1 1
424 -5 25
425 -6 36
426 3 9
427 6 36
428 -4 16
429 7 49
430 4 16
431 -9 81
432 2 4
433 5 25
434 7 49
435 0 0
436 -3 9
437 10 100
438 -1 1
439 8 64
440 6 36
441 -4 16
442 7 49
443 -10 100
444 5 25
445 10 100
446 -8 64
447 9 81
448 10 100
449 -8 64
450 9 81
451 -8 64
452 4 16
453 5 25
454 3 9
455 9 81
456 7 49
457 -5 25
458 2 4
459 -7 49
460 -8 64
461 -5 25
462 -8 64
463 2 4
464 9 81
465 7 49
466 -8 64
467 -5 25
468 6 36
469 1 1
470 -10 100
471 -1 1
472 5 25
473 7 49
474 0 0
475 -1 1
476 4 16
477 0 0
478 -5 25
479 3 9
480 2 4
481 -6 36
482 6 36
483 -5 25
484 7 49
485 -4 16
486 -8 64
487 3 9
488 2 4
489 4 16
490 4 16
491 2 4
492 8 64
493 6 36
494 -7 49
495 4 16
496 2 4
497 -7 49
498 7 49
499 -5 25
